guest_id,guest_name,nationality,preferred_language,loyalty_level,is_returning_guest
G02405,George Müller,British,English,2,0
G02406,Elif Wilson,Turkish,Turkish,4,0
G02407,Mehmet Öztürk,Turkish,Turkish,5,0
G02408,Mert Schmidt,Turkish,Turkish,3,0
G02409,Mehmet Brown,Turkish,Turkish,4,0
G02410,Grace Brown,British,English,3,0
G02411,Mehmet Ivanov,Turkish,Turkish,3,0
G02412,Sophie Smirnov,British,English,3,1
G02413,Zeynep Jones,Turkish,Turkish,4,0
G02414,Emre Dubois,Turkish,Turkish,2,0
G02415,Ayşe Yılmaz,Turkish,Turkish,4,0
G02416,Olga Wilson,Russian,Russian,2,0
G02417,Elif Müller,Turkish,Turkish,2,0
G02418,Zeynep Petrov,Turkish,Turkish,5,0
G02419,George Smith,British,English,4,0
G02420,Mehmet Ivanov,Turkish,Turkish,4,0
G02421,Mert Smith,Turkish,Turkish,3,0
G02422,Buse Petrov,Turkish,Turkish,2,1
G02423,Leon Smith,German,German,3,0
G02424,Can Wilson,Turkish,Turkish,2,0
G02425,Ece Kaya,Turkish,Turkish,3,0
G02426,Emma Petrov,German,German,2,0
G02427,Sophie Schmidt,British,English,4,0
G02428,George Yılmaz,British,English,3,0
G02429,Lucas Yılmaz,French,French,5,0
G02430,Harry Öztürk,British,English,5,0
G02431,Sofia Kaya,Russian,Russian,5,0
G02432,Grace Petrov,British,English,1,0
G02433,Mehmet Kaya,Turkish,Turkish,3,0
G02434,Ece Kaya,Turkish,Turkish,4,0
G02435,Buse Smirnov,Turkish,Turkish,5,0
G02436,Can Ivanov,Turkish,Turkish,2,0
G02437,Buse Şahin,Turkish,Turkish,1,0
G02438,Zeynep Wilson,Turkish,Turkish,4,1
G02439,Emre Brown,Turkish,Turkish,2,0
G02440,Ece Müller,Turkish,Turkish,3,0
G02441,Ivan Petrov,Russian,Russian,3,0
G02442,Ahmet Petrov,Turkish,Turkish,5,0
G02443,Ahmet Petrov,Turkish,Turkish,3,0
G02444,Oliver Smith,British,English,2,0
G02445,Emma Martin,British,English,3,0
G02446,Louis Schmidt,French,French,2,0
G02447,James Şahin,British,English,4,0
G02448,Olga Brown,Russian,Russian,3,0
G02449,Emily Schmidt,British,English,2,0
G02450,Mert Smirnov,Turkish,Turkish,1,0
G02451,Emma Smith,British,English,4,0
G02452,Lea Smith,French,French,4,0
G02453,Emily Ivanov,British,English,3,0
G02454,Dmitri Weber,Russian,Russian,2,0
G02455,George Öztürk,British,English,2,0
G02456,Ayşe Kaya,Turkish,Turkish,3,0
G02457,Harry Taylor,British,English,3,0
G02458,George Demir,British,English,4,1
G02459,Ece Müller,Turkish,Turkish,2,0
G02460,Zeynep Smirnov,Turkish,Turkish,2,0
G02461,Ahmet Weber,Turkish,Turkish,3,0
G02462,George Taylor,British,English,4,0
G02463,Maria Şahin,Russian,Russian,1,0
G02464,Dmitri Jones,Russian,Russian,2,0
G02465,Zeynep Schmidt,Turkish,Turkish,2,0
G02466,Emre Brown,Turkish,Turkish,4,0
G02467,Elif Smith,Turkish,Turkish,3,1
G02468,Grace Ivanov,British,English,3,0
G02469,Mehmet Öztürk,Turkish,Turkish,2,0
G02470,Max Schmidt,German,German,2,0
G02471,Can Brown,Turkish,Turkish,3,0
G02472,Oliver Müller,British,English,3,0
G02473,Felix Smirnov,German,German,4,0
G02474,Zeynep Ivanov,Turkish,Turkish,4,0
G02475,Zeynep Öztürk,Turkish,Turkish,5,0
G02476,Grace Kaya,British,English,4,0
G02477,James Weber,British,English,1,0
G02478,Ahmet Şahin,Turkish,Turkish,1,0
G02479,James Schmidt,British,English,3,0
G02480,Can Ivanov,Turkish,Turkish,2,0
G02481,Ayşe Demir,Turkish,Turkish,2,0
G02482,Can Brown,Turkish,Turkish,5,0
G02483,Emily Smith,British,English,2,0
G02484,Gabriel Ivanov,French,French,3,0
G02485,Elif Taylor,Turkish,Turkish,2,0
G02486,Sophie Yılmaz,British,English,3,0
G02487,Jack Wilson,British,English,3,0
G02488,Laura Şahin,German,German,1,0
G02489,Olivia Wilson,British,English,4,0
G02490,Max Yılmaz,German,German,4,0
G02491,Olivia Yılmaz,British,English,4,0
G02492,Emma Dubois,British,English,2,0
G02493,Ayşe Şahin,Turkish,Turkish,1,1
G02494,Mert Kaya,Turkish,Turkish,3,0
G02495,Olga Müller,Russian,Russian,2,0
G02496,Ahmet Müller,Turkish,Turkish,3,0
G02497,Buse Smirnov,Turkish,Turkish,2,0
G02498,Mehmet Martin,Turkish,Turkish,1,0
G02499,Emre Martin,Turkish,Turkish,3,0
G02500,Emily Smirnov,British,English,1,0
G02501,Lukas Şahin,German,German,4,1
G02502,Grace Wilson,British,English,3,0
G02503,Emma Martin,German,German,3,0
G02504,Emily Brown,British,English,2,0
G02505,Emma Müller,German,German,3,0
G02506,Lucas Öztürk,French,French,5,0
G02507,Ece Smith,Turkish,Turkish,2,0
G02508,Ece Weber,Turkish,Turkish,3,0
G02509,Irina Yılmaz,Russian,Russian,3,0
G02510,Can Dubois,Turkish,Turkish,2,0
G02511,Emma Yılmaz,German,German,5,0
G02512,Ece Yılmaz,Turkish,Turkish,2,0
G02513,Ece Smirnov,Turkish,Turkish,1,0
G02514,Emily Weber,British,English,1,0
G02515,Ahmet Ivanov,Turkish,Turkish,3,0
G02516,George Smith,British,English,1,0
G02517,Sofia Kaya,Russian,Russian,3,0
G02518,Oliver Ivanov,British,English,5,0
G02519,Sophie Wilson,British,English,4,0
G02520,Ayşe Martin,Turkish,Turkish,1,0
G02521,Chloe Müller,French,French,1,0
G02522,Zeynep Martin,Turkish,Turkish,4,0
G02523,Olga Şahin,Russian,Russian,4,0
G02524,Olivia Taylor,British,English,5,1
G02525,Paul Dubois,German,German,5,0
G02526,Mert Taylor,Turkish,Turkish,5,0
G02527,Emma Dubois,British,English,1,0
G02528,Max Ivanov,German,German,2,0
G02529,Buse Wilson,Turkish,Turkish,3,0
G02530,Ahmet Taylor,Turkish,Turkish,3,0
G02531,Sophie Şahin,German,German,1,0
G02532,James Jones,British,English,4,0
G02533,Ayşe Smith,Turkish,Turkish,4,0
G02534,Jack Schmidt,British,English,2,0
G02535,George Öztürk,British,English,3,0
G02536,Emre Öztürk,Turkish,Turkish,1,0
G02537,Ayşe Weber,Turkish,Turkish,1,0
G02538,Ahmet Jones,Turkish,Turkish,3,0
G02539,James Yılmaz,British,English,3,0
G02540,Jack Öztürk,British,English,3,0
G02541,Can Müller,Turkish,Turkish,3,1
G02542,Leon Schmidt,German,German,3,1
G02543,Lukas Wilson,German,German,3,1
G02544,Anna Dubois,Russian,Russian,3,0
G02545,Emily Smith,British,English,2,0
G02546,Olivia Yılmaz,British,English,5,0
G02547,Buse Dubois,Turkish,Turkish,3,0
G02548,Buse Dubois,Turkish,Turkish,4,0
G02549,Emily Martin,British,English,3,0
G02550,Emre Ivanov,Turkish,Turkish,3,0
G02551,Olivia Brown,British,English,5,1
G02552,Ece Smith,Turkish,Turkish,3,0
G02553,Ece Taylor,Turkish,Turkish,2,0
G02554,Emre Ivanov,Turkish,Turkish,3,0
G02555,Grace Schmidt,British,English,3,0
G02556,Sofia Petrov,Russian,Russian,2,0
G02557,Emma Petrov,German,German,2,0
G02558,Leon Demir,German,German,1,0
G02559,Mert Smith,Turkish,Turkish,4,0
G02560,Can Şahin,Turkish,Turkish,4,1
G02561,Leon Schmidt,German,German,3,0
G02562,Emma Brown,German,German,3,0
G02563,James Jones,British,English,2,0
G02564,Sophie Yılmaz,British,English,3,0
G02565,Harry Şahin,British,English,2,0
G02566,Mehmet Yılmaz,Turkish,Turkish,2,0
G02567,Paul Dubois,German,German,2,0
G02568,Emily Öztürk,British,English,2,0
G02569,Zeynep Yılmaz,Turkish,Turkish,3,0
G02570,Oliver Martin,British,English,3,0
G02571,Emma Demir,German,German,1,0
G02572,Mia Smirnov,German,German,2,0
G02573,Alice Şahin,French,French,5,0
G02574,Ahmet Yılmaz,Turkish,Turkish,3,0
G02575,Oliver Weber,British,English,2,1
G02576,Ece Kaya,Turkish,Turkish,4,0
G02577,Anna Petrov,German,German,4,0
G02578,Laura Şahin,German,German,2,0
G02579,Can Wilson,Turkish,Turkish,4,0
G02580,Emre Şahin,Turkish,Turkish,3,0
G02581,Mehmet Petrov,Turkish,Turkish,2,0
G02582,Jack Öztürk,British,English,3,0
G02583,Elif Dubois,Turkish,Turkish,2,0
G02584,Olivia Smith,British,English,3,1
G02585,Harry Taylor,British,English,1,0
G02586,Ahmet Demir,Turkish,Turkish,3,0
G02587,George Öztürk,British,English,5,0
G02588,Emma Weber,British,English,3,0
G02589,Ayşe Jones,Turkish,Turkish,5,0
G02590,Emre Dubois,Turkish,Turkish,3,0
G02591,Mert Petrov,Turkish,Turkish,5,0
G02592,Max Öztürk,German,German,5,0
G02593,Ahmet Martin,Turkish,Turkish,3,0
G02594,Lea Dubois,French,French,1,0
G02595,Harry Müller,British,English,3,0
G02596,Anna Taylor,German,German,3,0
G02597,Zeynep Taylor,Turkish,Turkish,5,0
G02598,Mehmet Ivanov,Turkish,Turkish,2,0
G02599,Sophie Öztürk,British,English,3,0
G02600,Zeynep Martin,Turkish,Turkish,3,0
